"","adults_01","Image_name","site","date","month","yday","hour","adult","nestling","sband","bband","day_night","eggs"
"441",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_9633.JPG",78,2016-07-28 15:01:43,7,210,15,1,3,0,0,"day",NA
"442",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_1806 (8).JPG",78,2016-08-06 16:04:02,8,219,16,1,1,1,1,"day",NA
"443",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_5312 (5).JPG",78,2016-07-25 09:28:12,7,207,9,1,2,0,0,"day",NA
"444",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_8657 (4).JPG",78,2016-07-23 14:05:14,7,205,14,1,4,0,0,"day",NA
"445",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_4332.JPG",78,2016-07-29 10:37:10,7,211,10,1,4,0,0,"day",NA
"446",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_9306.JPG",78,2016-07-28 13:43:37,7,210,13,1,3,0,0,"day",NA
"447",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/2016-07-16 05-22-19 PM M 02_03.JPG",78,2016-07-16 11:22:19,7,198,11,1,2,0,0,"day",NA
"448",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/2016-07-17 04-57-35 PM M 02_03.JPG",78,2016-07-17 10:57:35,7,199,10,1,2,0,0,"day",NA
"449",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/2016-07-19 11-56-16 PM M 01_03.JPG",85,2016-07-19 17:56:16,7,201,17,0,1,0,0,"day",NA
"450",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/Post-hatch/IMG_2479 (8).JPG",85,2016-07-28 14:39:01,7,210,14,0,3,0,0,"day",NA
"451",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/IMG_3188.JPG",85,2016-07-29 18:30:54,7,211,18,0,2,0,0,"day",NA
"452",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/Post-hatch/IMG_2046 (10).JPG",85,2016-08-03 13:10:25,8,216,13,0,3,0,0,"day",NA
"453",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/Post-hatch/IMG_9878 (2).JPG",85,2016-07-25 09:50:05,7,207,9,0,3,0,0,"day",NA
"454",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/Post-hatch/IMG_9711 (3).JPG",85,2016-07-29 15:08:51,7,211,15,0,3,0,0,"day",NA
"455",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/IMG_6055.JPG",85,2016-07-30 14:06:47,7,212,14,0,2,0,0,"day",NA
"456",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_1650 (5).JPG",85,2016-08-04 15:29:21,8,217,15,0,3,0,0,"day",NA
"457",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/2016-07-19 10-39-43 PM M 01_03.JPG",85,2016-07-19 16:39:43,7,201,16,1,1,0,0,"day",NA
"458",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/2016-08-09 11-51-01 AM M 03_03.JPG",85,2016-08-09 17:51:01,8,222,17,1,2,0,0,"day",NA
"459",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/IMG_5708 (2).JPG",85,2016-07-01 15:18:17,7,183,15,1,0,0,0,"day",NA
"460",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/2016-07-19 07-39-30 AM M 01_03.JPG",85,2016-07-19 13:39:30,7,201,13,1,2,0,0,"day",NA
"461",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/IMG_9731 (2).JPG",85,2016-07-10 18:56:17,7,192,18,1,0,0,0,"day",NA
"462",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/2016-07-17 02-32-18 PM M 03_03.JPG",85,2016-07-17 08:32:18,7,199,8,1,1,0,0,"day",NA
"463",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 110/IMG_1647 (2).JPG",85,2016-06-15 17:40:45,6,167,17,1,0,0,0,"day",NA
"464",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_1870 (2).JPG",85,2016-06-08 18:32:04,6,160,18,1,0,0,0,"day",NA
"465",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_2440 (3).JPG",89,2016-08-10 18:48:36,8,223,18,0,1,0,0,"day",NA
"466",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_0183 (4).JPG",89,2016-08-02 17:52:18,8,215,17,0,2,0,0,"day",NA
"467",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_0226 (9).JPG",89,2016-08-15 16:41:32,8,228,16,0,1,0,0,"day",NA
"468",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_1010 (4).JPG",89,2016-08-03 08:55:18,8,216,8,0,1,0,0,"day",NA
"469",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_0084 (7).JPG",89,2016-08-11 08:00:46,8,224,8,0,1,0,0,"day",NA
"470",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_2372 (4).JPG",89,2016-08-07 10:33:14,8,220,10,0,2,0,0,"day",NA
"471",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_1580 (5).JPG",89,2016-08-10 14:48:38,8,223,14,0,1,0,0,"day",NA
"472",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_7657 (2).JPG",89,2016-08-09 10:42:20,8,222,10,0,2,0,0,"day",NA
"473",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_3567 (3).JPG",89,2016-08-11 03:07:48,8,224,3,0,1,0,0,"night",NA
"474",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_2752 (2).JPG",89,2016-08-05 02:50:32,8,218,2,0,2,0,0,"night",NA
"475",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_9625.JPG",89,2016-08-10 02:30:30,8,223,2,0,1,0,0,"night",NA
"476",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_9532.JPG",89,2016-08-10 01:51:16,8,223,1,0,2,0,0,"night",NA
"477",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_6606 (3).JPG",89,2016-08-14 02:21:30,8,227,2,0,2,0,0,"night",NA
"478",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_2542 (5).JPG",89,2016-08-12 03:13:26,8,225,3,0,3,0,0,"night",NA
"479",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_1314 (9).JPG",89,2016-08-16 03:15:50,8,229,3,0,1,0,0,"night",NA
"480",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_9147 (2).JPG",89,2016-08-15 03:56:20,8,228,3,0,1,0,0,"night",NA
"481",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-22 15-09-56.JPG",89,2016-07-22 11:09:56,7,204,11,1,0,0,0,"day",NA
"482",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/IMG_0337 (2).JPG",89,2016-06-24 07:04:50,6,176,7,1,0,0,0,"day",NA
"483",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-14 19-32-10.JPG",89,2016-07-14 15:32:10,7,196,15,1,0,0,0,"day",NA
"484",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-14 19-32-12.JPG",89,2016-07-14 15:32:12,7,196,15,1,0,0,1,"day",NA
"485",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-14 13-39-26.JPG",89,2016-07-14 09:39:26,7,196,9,1,0,0,0,"day",NA
"486",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_4444 (3).JPG",89,2016-08-08 18:05:28,8,221,18,1,2,0,0,"day",NA
"487",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-16 12-49-32_001.JPG",89,2016-07-16 08:49:32,7,198,8,1,0,0,0,"day",NA
"488",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-20 14-56-20.JPG",89,2016-07-20 10:56:20,7,202,10,1,0,0,0,"day",NA
"489",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-15 06-46-46.JPG",89,2016-07-15 02:46:46,7,197,2,1,0,0,0,"night",NA
"490",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-18 06-14-20.JPG",89,2016-07-18 02:14:20,7,200,2,1,0,0,0,"night",NA
"491",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-16 07-36-58.JPG",89,2016-07-16 03:36:58,7,198,3,1,0,0,0,"night",NA
"492",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-20 05-13-34_001.JPG",89,2016-07-20 01:13:34,7,202,1,1,0,0,0,"night",NA
"493",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-19 06-38-20_001.JPG",89,2016-07-19 02:38:20,7,201,2,1,0,0,0,"night",NA
"494",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/2016-07-18 05-30-24_001.JPG",89,2016-07-18 01:30:24,7,200,1,1,0,0,0,"night",NA
"495",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/Post-hatch/IMG_0904 (6).JPG",89,2016-08-07 02:47:40,8,220,2,1,2,0,0,"night",NA
"496",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 89/2016-07-16 07-20-10_001.JPG",89,2016-07-16 03:20:10,7,198,3,1,0,0,0,"night",NA
"497",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-14 21-13-30.JPG",95,2016-07-14 17:13:30,7,196,17,0,2,0,0,"day",NA
"498",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-13 13-30-12.JPG",95,2016-07-13 09:30:12,7,195,9,0,2,0,0,"day",NA
"499",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-12 19-03-54.JPG",95,2016-07-12 15:03:54,7,194,15,0,1,0,0,"day",NA
"500",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-16 21-18-12_001.JPG",95,2016-07-16 17:18:12,7,198,17,0,3,0,0,"day",NA
"501",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-13 16-04-18_001.JPG",95,2016-07-13 12:04:18,7,195,12,0,1,0,0,"day",NA
"502",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_4635.JPG",95,2016-06-19 14:57:08,6,171,14,0,0,0,0,"day",NA
"503",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-15 19-55-22_001.JPG",95,2016-07-15 15:55:22,7,197,15,0,2,0,0,"day",NA
"504",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-16 16-56-06_001.JPG",95,2016-07-16 12:56:06,7,198,12,0,3,0,0,"day",NA
"505",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-12 05-34-04.JPG",95,2016-07-12 01:34:04,7,194,1,0,2,0,0,"night",NA
"506",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-12 06-16-56.JPG",95,2016-07-12 02:16:56,7,194,2,0,1,0,0,"night",NA
"507",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-15 05-42-42.JPG",95,2016-07-15 01:42:42,7,197,1,0,2,0,0,"night",NA
"508",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-13 05-33-56.JPG",95,2016-07-13 01:33:56,7,195,1,0,2,0,0,"night",NA
"509",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-16 06-00-26.JPG",95,2016-07-16 02:00:26,7,198,2,0,1,0,0,"night",NA
"510",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-13 05-39-02_001.JPG",95,2016-07-13 01:39:02,7,195,1,0,1,0,0,"night",NA
"511",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-12 06-17-30.JPG",95,2016-07-12 02:17:30,7,194,2,0,2,0,0,"night",NA
"512",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-16 06-01-38_001.JPG",95,2016-07-16 02:01:38,7,198,2,0,2,0,0,"night",NA
"513",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_1636 (2).JPG",95,2016-07-01 14:25:42,7,183,14,1,0,0,0,"day",NA
"514",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_1322 (3).JPG",95,2016-07-03 17:56:50,7,185,17,1,0,0,0,"day",NA
"515",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_0174 (3).JPG",95,2016-07-03 13:45:24,7,185,13,1,0,0,0,"day",NA
"516",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-16 11-47-58.JPG",95,2016-07-16 07:47:58,7,198,7,1,1,0,0,"day",NA
"517",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-12 16-10-56.JPG",95,2016-07-12 12:10:56,7,194,12,1,1,0,0,"day",NA
"518",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-11 12-44-08.JPG",95,2016-07-11 08:44:08,7,193,8,1,0,0,0,"day",NA
"519",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-12 20-49-40_001.JPG",95,2016-07-12 16:49:40,7,194,16,1,0,0,0,"day",NA
"520",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-15 20-14-42.JPG",95,2016-07-15 16:14:42,7,197,16,1,2,0,0,"day",NA
"521",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-16 05-08-14.JPG",95,2016-07-16 01:08:14,7,198,1,1,1,0,0,"night",NA
"522",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_3133 (3).JPG",95,2016-07-05 03:57:00,7,187,3,1,0,0,0,"night",NA
"523",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_0742.JPG",95,2016-06-15 01:46:02,6,167,1,1,0,0,0,"night",NA
"524",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_6223.JPG",95,2016-07-03 03:09:18,7,185,3,1,0,0,0,"night",NA
"525",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-14 05-44-42_001.JPG",95,2016-07-14 01:44:42,7,196,1,1,1,0,0,"night",NA
"526",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/Post-hatch/2016-07-16 05-01-52.JPG",95,2016-07-16 01:01:52,7,198,1,1,2,0,0,"night",NA
"527",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_2181 (2).JPG",95,2016-07-02 01:57:10,7,184,1,1,0,0,0,"night",NA
"528",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 95/IMG_0809.JPG",95,2016-06-15 03:12:54,6,167,3,1,0,0,0,"night",NA
"529",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_9761.JPG",97,2016-07-26 12:44:39,7,208,12,0,2,0,0,"day",NA
"530",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_3022 (3).JPG",97,2016-07-27 07:07:02,7,209,7,0,4,0,0,"day",NA
"531",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_1190 (3).JPG",97,2016-07-27 10:07:58,7,209,10,0,2,0,0,"day",NA
"532",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_2482 (2).JPG",97,2016-07-24 13:22:19,7,206,13,0,3,0,0,"day",NA
"533",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_2548 (3).JPG",97,2016-07-27 17:00:37,7,209,17,0,4,0,0,"day",NA
"534",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_2059 (3).JPG",97,2016-07-27 14:30:33,7,209,14,0,3,0,0,"day",NA
"535",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_3011 (3).JPG",97,2016-07-27 07:03:53,7,209,7,0,3,0,0,"day",NA
"536",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_0111 (3).JPG",97,2016-07-26 14:52:32,7,208,14,0,3,0,0,"day",NA
"537",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-11 08-22-02 AM M 02_03.JPG",97,2016-07-11 14:22:02,7,193,14,1,0,0,0,"day",NA
"538",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-11 11-53-56 AM M 03_03.JPG",97,2016-07-11 17:53:56,7,193,17,1,0,0,0,"day",NA
"539",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-08 07-45-22 AM M 03_03.JPG",97,2016-07-08 13:45:22,7,190,13,1,0,0,0,"day",NA
"540",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/2016-07-08 03-06-52 AM M 02_03.JPG",97,2016-07-08 09:06:52,7,190,9,1,0,0,0,"day",NA
"541",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/2016-07-19 09-52-01 PM M 02_03.JPG",97,2016-07-19 15:52:01,7,201,15,1,3,0,0,"day",NA
"542",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_2445 (3).JPG",97,2016-07-27 16:07:40,7,209,16,1,3,0,0,"day",NA
"543",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/2016-07-19 10-46-27 PM M 03_03.JPG",97,2016-07-19 16:46:27,7,201,16,1,1,0,0,"day",NA
"544",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 97/Post-hatch/IMG_1637 (2).JPG",97,2016-07-24 08:32:39,7,206,8,1,2,0,0,"day",NA
"545",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 98/IMG_7490.JPG",98,2016-06-22 17:05:41,6,174,17,1,0,0,0,"day",NA
"546",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 98/IMG_7491.JPG",98,2016-06-22 17:05:42,6,174,17,1,0,0,0,"day",NA
"547",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_1826 (10).JPG",100,2016-08-14 13:04:34,8,227,13,0,1,0,0,"day",NA
"548",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_4600 (6).JPG",100,2016-07-30 08:10:28,7,212,8,0,2,0,0,"day",NA
"549",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_4869 (5).JPG",100,2016-07-25 12:37:12,7,207,12,0,3,0,0,"day",NA
"550",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_1443 (9).JPG",100,2016-08-09 11:31:54,8,222,11,0,1,0,0,"day",NA
"551",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_2546 (9).JPG",100,2016-08-09 09:25:53,8,222,9,0,2,0,0,"day",NA
"552",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_0570 (9).JPG",100,2016-08-08 14:05:16,8,221,14,0,2,0,0,"day",NA
"553",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_1508 (8).JPG",100,2016-08-03 12:59:20,8,216,12,0,2,0,0,"day",NA
"554",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_1945 (8).JPG",100,2016-08-03 16:33:50,8,216,16,0,2,0,0,"day",NA
"555",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/2016-07-14 10-51-08 AM M 01_03.JPG",100,2016-07-14 16:51:08,7,196,16,1,0,0,0,"day",NA
"556",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/IMG_7085.JPG",100,2016-06-14 08:44:03,6,166,8,1,0,0,0,"day",NA
"557",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/2016-07-14 05-49-51 AM M 02_03.JPG",100,2016-07-14 11:49:51,7,196,11,1,0,0,0,"day",NA
"558",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/2016-07-13 04-04-00 AM M 03_03.JPG",100,2016-07-13 10:04:00,7,195,10,1,2,0,1,"day",NA
"559",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/2016-07-12 11-31-09 PM M 02_03.JPG",100,2016-07-12 17:31:09,7,194,17,1,0,0,0,"day",NA
"560",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/IMG_0271 (4).JPG",100,2016-07-01 18:30:17,7,183,18,1,0,0,0,"day",NA
"561",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/IMG_2703 (6).JPG",100,2016-07-25 11:31:30,7,207,11,1,3,0,0,"day",NA
"562",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 100/Post-hatch/2016-07-11 12-22-59 PM M 02_03.JPG",100,2016-07-11 18:22:59,7,193,18,1,1,0,0,"day",NA
"563",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/IMG_2133 (9).JPG",105,2016-08-07 12:50:56,8,220,12,0,2,0,0,"day",NA
"564",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/IMG_3558 (6).JPG",105,2016-07-27 08:12:15,7,209,8,0,2,0,0,"day",NA
"565",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/IMG_1737 (6).JPG",105,2016-07-30 09:25:50,7,212,9,0,3,0,0,"day",NA
"566",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/IMG_0135 (4).JPG",105,2016-07-25 13:00:50,7,207,13,0,2,0,0,"day",NA
"567",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/IMG_2829 (4).JPG",105,2016-07-22 13:13:46,7,204,13,0,3,0,0,"day",NA
"568",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/IMG_4448 (4).JPG",105,2016-07-30 14:16:46,7,212,14,0,1,0,0,"day",NA
"569",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/IMG_7790 (4).JPG",105,2016-07-29 18:01:30,7,211,18,0,1,0,0,"day",NA
"570",0,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/IMG_7708 (6).JPG",105,2016-08-08 18:52:46,8,221,18,0,3,0,0,"day",NA
"571",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/2016-07-08 02-56-44 PM M 02_03.JPG",105,2016-07-08 08:56:44,7,190,8,1,0,0,0,"day",NA
"572",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/2016-07-06 07-40-51 PM M 03_03.JPG",105,2016-07-06 13:40:51,7,188,13,1,0,0,0,"day",NA
"573",1,"/media/robert/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 51/Post-hatch/2016-07-19 04-47-29 AM M 03_03.JPG",105,2016-07-19 10:47:29,7,201,10,1,0,0,0,"day",NA
