"","Image_name","site","date","month","yday","hour","adult","nestling","sband","bband","eggs","day_night"
"140","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_1335.JPG",37,2016-07-26 18:01:04,7,208,18,1,2,0,0,0,"day"
"141","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_4820.JPG",37,2016-07-28 17:19:00,7,210,17,0,2,0,0,0,"day"
"142","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_1963 (2).JPG",37,2016-07-27 01:04:32,7,209,1,0,2,0,0,0,"night"
"143","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_3552.JPG",37,2016-08-12 03:24:22,8,225,3,0,2,0,0,0,"night"
"144","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_0205 (2).JPG",37,2016-08-07 02:29:26,8,220,2,0,2,0,0,0,"night"
"145","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_7902.JPG",37,2016-08-02 03:10:26,8,215,3,0,1,0,0,0,"night"
"146","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_3425 (2).JPG",37,2016-08-12 01:19:04,8,225,1,1,1,0,0,0,"night"
"147","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_0106 (2).JPG",37,2016-08-06 17:53:24,8,219,17,0,0,0,0,1,"day"
"148","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_0133 (2).JPG",37,2016-08-06 17:58:04,8,219,17,0,0,0,0,1,"day"
"149","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_2818 (2).JPG",37,2016-07-27 16:08:36,7,209,16,1,2,0,0,1,"day"
"150","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_6341.JPG",37,2016-07-29 19:20:52,7,211,19,0,1,0,0,1,"day"
"151","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_6325.JPG",37,2016-07-29 18:06:48,7,211,18,0,0,0,0,1,"day"
"152","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_3570.JPG",37,2016-07-28 03:44:44,7,210,3,1,2,0,0,1,"night"
"153","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_6541.JPG",37,2016-07-30 01:00:22,7,212,1,0,2,0,0,1,"night"
"154","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_5471.JPG",37,2016-07-29 02:36:56,7,211,2,0,2,0,0,1,"night"
"155","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_2908.JPG",37,2016-08-11 01:38:44,8,224,1,0,0,0,0,1,"night"
"156","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 37/Post-hatch/IMG_8638.JPG",37,2016-08-03 02:01:16,8,216,2,0,2,0,0,1,"night"
"157","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/Post-hatch/2016-07-20 20-09-04.JPG",41,2016-07-20 16:09:04,7,202,16,1,0,0,0,0,"day"
"158","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/Post-hatch/IMG_2472 (3).JPG",41,2016-07-30 13:07:52,7,212,13,0,3,0,0,0,"day"
"159","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/Post-hatch/2016-07-19 18-37-46.JPG",41,2016-07-19 14:37:46,7,201,14,1,2,0,0,0,"day"
"160","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-06 19-00-00.JPG",41,2016-07-06 15:00:00,7,188,15,1,0,0,0,0,"day"
"161","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-08 17-42-14.JPG",41,2016-07-08 13:42:14,7,190,13,1,0,0,0,0,"day"
"162","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-08 06-25-08.JPG",41,2016-07-08 02:25:08,7,190,2,1,0,0,0,0,"night"
"163","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/Post-hatch/IMG_0119 (4).JPG",41,2016-08-05 02:27:20,8,218,2,0,3,0,0,0,"night"
"164","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/Post-hatch/IMG_8378.JPG",41,2016-07-23 01:49:28,7,205,1,1,1,0,0,0,"night"
"165","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/Post-hatch/IMG_4266.JPG",41,2016-07-21 03:56:12,7,203,3,1,0,0,0,0,"night"
"166","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/Post-hatch/IMG_1275 (5).JPG",41,2016-08-11 03:24:46,8,224,3,1,2,2,0,0,"night"
"167","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-09 21-00-50.JPG",41,2016-07-09 17:00:50,7,191,17,1,0,0,0,2,"day"
"168","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-10 18-33-52.JPG",41,2016-07-10 14:33:52,7,192,14,1,0,0,1,1,"day"
"169","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-07 12-25-52_001.JPG",41,2016-07-07 08:25:52,7,189,8,1,0,0,0,2,"day"
"170","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-12 21-54-48.JPG",41,2016-07-12 17:54:48,7,194,17,1,0,0,0,2,"day"
"171","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-08 14-50-54.JPG",41,2016-07-08 10:50:54,7,190,10,1,0,0,0,2,"day"
"172","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-13 06-40-32.JPG",41,2016-07-13 02:40:32,7,195,2,1,0,0,0,1,"night"
"173","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-08 05-13-56_001.JPG",41,2016-07-08 01:13:56,7,190,1,1,0,0,0,2,"night"
"174","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-13 06-03-32_001.JPG",41,2016-07-13 02:03:32,7,195,2,1,0,0,0,2,"night"
"175","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-12 05-42-30_001.JPG",41,2016-07-12 01:42:30,7,194,1,1,0,0,0,2,"night"
"176","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 41/2016-07-08 05-13-44_001.JPG",41,2016-07-08 01:13:44,7,190,1,1,0,1,0,2,"night"
"177","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_4641.JPG",42,2016-07-22 07:26:29,7,204,7,1,0,0,0,0,"day"
"178","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_0193.JPG",42,2016-07-19 12:14:19,7,201,12,1,1,0,0,0,"day"
"179","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_1037 (3).JPG",42,2016-07-31 17:04:09,7,213,17,0,2,0,0,0,"day"
"180","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_0391.JPG",42,2016-07-19 16:32:24,7,201,16,1,0,0,0,0,"day"
"181","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_2789.JPG",42,2016-07-21 11:53:38,7,203,11,1,0,0,0,0,"day"
"182","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_0588.JPG",42,2016-07-20 18:47:18,7,202,18,1,0,0,0,1,"day"
"183","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_0842.JPG",42,2016-07-20 13:22:03,7,202,13,0,0,0,0,1,"day"
"184","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_2556 (2).JPG",42,2016-07-27 08:10:23,7,209,8,1,2,0,0,1,"day"
"185","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_2554 (2).JPG",42,2016-07-27 08:10:17,7,209,8,1,2,0,0,1,"day"
"186","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 42/Post-hatch/IMG_0603.JPG",42,2016-07-20 07:05:59,7,202,7,1,0,0,0,1,"day"
"187","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0122.JPG",47,2016-06-18 11:15:31,6,170,11,1,0,0,0,0,"day"
"188","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0055.JPG",47,2016-06-13 08:46:42,6,165,8,1,0,0,0,0,"day"
"189","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0144.JPG",47,2016-06-18 11:22:25,6,170,11,1,0,0,0,0,"day"
"190","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0054.JPG",47,2016-06-13 08:41:51,6,165,8,1,0,0,0,0,"day"
"191","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0098.JPG",47,2016-06-13 15:11:45,6,165,15,1,0,0,0,0,"day"
"192","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0025.JPG",47,2016-06-12 09:27:32,6,164,9,1,0,0,0,1,"day"
"193","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0010.JPG",47,2016-06-12 09:25:16,6,164,9,1,0,0,0,1,"day"
"194","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0005.JPG",47,2016-06-12 09:24:22,6,164,9,1,0,0,0,1,"day"
"195","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0114.JPG",47,2016-06-15 14:19:38,6,167,14,1,1,0,0,1,"day"
"196","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 137/IMG_0093.JPG",47,2016-06-13 14:02:47,6,165,14,1,0,0,1,1,"day"
"197","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/2016-07-09 02-10-25 AM M 03_03.JPG",53,2016-07-09 08:10:25,7,191,8,1,0,0,0,0,"day"
"198","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/Post-hatch/2016-07-18 04-25-18 PM M 03_03.JPG",53,2016-07-18 10:25:18,7,200,10,1,2,0,0,0,"day"
"199","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/Post-hatch/IMG_4416 (3).JPG",53,2016-08-06 16:55:49,8,219,16,0,3,0,0,0,"day"
"200","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/Post-hatch/IMG_0453 (3).JPG",53,2016-07-24 18:45:26,7,206,18,0,3,0,0,0,"day"
"201","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/Post-hatch/IMG_4811 (3).JPG",53,2016-08-09 12:22:14,8,222,12,0,1,0,0,0,"day"
"202","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/Post-hatch/2016-07-10 12-53-55 PM M 03_03.JPG",53,2016-07-10 18:53:55,7,192,18,1,1,0,0,1,"day"
"203","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/Post-hatch/2016-07-10 05-02-56 AM M 01_03.JPG",53,2016-07-10 11:02:56,7,192,11,1,0,0,0,3,"day"
"204","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/Post-hatch/2016-07-10 09-22-09 AM M 02_03.JPG",53,2016-07-10 15:22:09,7,192,15,1,0,0,0,1,"day"
"205","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/2016-07-08 05-10-25 PM M 01_03.JPG",53,2016-07-08 11:10:25,7,190,11,1,0,0,0,2,"day"
"206","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 53/IMG_3506.JPG",53,2016-06-25 10:12:12,6,177,10,1,0,0,0,3,"day"
"207","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/Post-hatch/IMG_2413 (8).JPG",58,2016-07-31 09:44:01,7,213,9,1,3,0,0,0,"day"
"208","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/Post-hatch/IMG_2486 (5).JPG",58,2016-07-21 14:51:48,7,203,14,1,1,0,0,0,"day"
"209","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/Post-hatch/IMG_0240 (11).JPG",58,2016-08-05 09:42:30,8,218,9,1,3,0,0,0,"day"
"210","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/Post-hatch/IMG_4604 (4).JPG",58,2016-08-01 09:59:50,8,214,9,1,3,0,0,0,"day"
"211","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/Post-hatch/IMG_4513 (4).JPG",58,2016-08-01 08:16:26,8,214,8,1,2,0,0,0,"day"
"212","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/IMG_4491.JPG",58,2016-06-11 10:17:48,6,163,10,0,0,0,0,2,"day"
"213","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/IMG_2291.JPG",58,2016-06-18 14:08:05,6,170,14,1,0,0,0,1,"day"
"214","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/IMG_7105.JPG",58,2016-06-13 12:44:24,6,165,12,1,0,0,0,2,"day"
"215","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/2016-07-08 11-23-01 PM M 02_03.JPG",58,2016-07-08 17:23:01,7,190,17,1,1,0,0,1,"day"
"216","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 58/IMG_6103.JPG",58,2016-06-12 07:47:46,6,164,7,0,0,0,0,2,"day"
"217","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_3332.JPG",59,2016-07-23 19:35:42,7,205,19,1,1,0,0,0,"day"
"218","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_1614.JPG",59,2016-07-22 19:53:46,7,204,19,1,2,0,0,0,"day"
"219","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_1199.JPG",59,2016-07-22 15:05:38,7,204,15,1,1,0,0,0,"day"
"220","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_3217 (2).JPG",59,2016-08-08 17:54:12,8,221,17,0,3,0,0,0,"day"
"221","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_5297.JPG",59,2016-07-24 09:18:14,7,206,9,1,2,0,0,0,"day"
"222","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_2320.JPG",59,2016-07-23 02:42:24,7,205,2,1,2,0,0,0,"night"
"223","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_2109.JPG",59,2016-07-23 01:28:46,7,205,1,1,4,0,0,0,"night"
"224","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_2008 (3).JPG",59,2016-08-04 01:17:54,8,217,1,1,3,1,0,0,"night"
"225","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_2283.JPG",59,2016-07-23 02:30:08,7,205,2,1,2,0,0,0,"night"
"226","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_2306.JPG",59,2016-07-23 02:36:42,7,205,2,1,2,0,0,0,"night"
"227","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_0014 (5).JPG",59,2016-08-09 08:25:00,8,222,8,0,0,0,0,1,"day"
"228","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_1351 (5).JPG",59,2016-08-10 11:19:32,8,223,11,0,2,0,0,1,"day"
"229","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_1892 (2).JPG",59,2016-07-29 07:13:50,7,211,7,0,3,0,0,1,"day"
"230","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_4754 (2).JPG",59,2016-08-13 14:40:00,8,226,14,0,0,0,0,1,"day"
"231","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_4069 (2).JPG",59,2016-08-12 09:56:08,8,225,9,0,1,0,0,1,"day"
"232","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_2581 (2).JPG",59,2016-08-05 01:57:40,8,218,1,0,2,0,0,1,"night"
"233","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_4489 (2).JPG",59,2016-08-13 01:29:44,8,226,1,0,0,0,0,1,"night"
"234","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_1582 (2).JPG",59,2016-07-29 01:37:12,7,211,1,1,0,0,0,1,"night"
"235","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_3580 (2).JPG",59,2016-08-09 02:19:58,8,222,2,0,1,0,0,1,"night"
"236","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 59/Post-hatch/IMG_1757 (4).JPG",59,2016-08-07 02:29:24,8,220,2,0,2,0,0,1,"night"
"237","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/IMG_4930.JPG",63,2016-06-13 14:58:27,6,165,14,1,0,0,0,0,"day"
"238","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/IMG_2559 (3).JPG",63,2016-07-09 13:48:23,7,191,13,1,0,0,0,0,"day"
"239","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/Post-hatch/2016-07-14 12-09-17 PM M 02_03.JPG",63,2016-07-14 18:09:17,7,196,18,1,0,0,0,0,"day"
"240","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/IMG_5592 (3).JPG",63,2016-07-09 14:35:15,7,191,14,1,0,0,0,0,"day"
"241","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/IMG_9266.JPG",63,2016-06-15 07:22:30,6,167,7,1,0,0,0,0,"day"
"242","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/Post-hatch/IMG_6468 (4).JPG",63,2016-07-24 14:25:31,7,206,14,0,1,0,0,1,"day"
"243","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/Post-hatch/IMG_8852 (5).JPG",63,2016-07-26 17:37:46,7,208,17,0,2,0,0,1,"day"
"244","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/Post-hatch/2016-07-16 11-10-01 AM M 02_03.JPG",63,2016-07-16 17:10:01,7,198,17,0,2,0,0,1,"day"
"245","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/Post-hatch/2016-07-19 07-12-24 PM M 02_03.JPG",63,2016-07-19 13:12:24,7,201,13,0,3,0,0,1,"day"
"246","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 63/Post-hatch/2016-07-20 04-07-26 AM M 03_03.JPG",63,2016-07-20 10:07:26,7,202,10,0,3,0,0,1,"day"
"247","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/Post-hatch/IMG_6530 (3).JPG",75,2016-07-08 14:12:59,7,190,14,1,0,0,0,0,"day"
"248","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/Post-hatch/2016-07-19 01-41-17 AM M 02_03.JPG",75,2016-07-19 07:41:17,7,201,7,1,1,0,0,0,"day"
"249","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/IMG_5309.JPG",75,2016-06-25 11:10:09,6,177,11,1,0,0,0,0,"day"
"250","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/Post-hatch/IMG_6175 (3).JPG",75,2016-07-08 12:52:23,7,190,12,1,0,0,0,0,"day"
"251","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/Post-hatch/2016-07-17 04-28-26 PM M 01_03.JPG",75,2016-07-17 10:28:26,7,199,10,1,2,0,1,0,"day"
"252","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/IMG_2850 (4).JPG",75,2016-07-07 18:19:46,7,189,18,1,2,0,0,2,"day"
"253","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/IMG_4417.JPG",75,2016-06-24 08:04:53,6,176,8,1,0,0,0,2,"day"
"254","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/IMG_3047 (2).JPG",75,2016-06-23 12:49:54,6,175,12,1,0,0,0,3,"day"
"255","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/IMG_0023 (3).JPG",75,2016-06-21 07:57:07,6,173,7,1,0,0,0,4,"day"
"256","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 75/IMG_4446 (3).JPG",75,2016-07-08 15:26:31,7,190,15,1,1,0,0,1,"day"
"257","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/Post-hatch/2016-07-12 03-19-44 PM M 03_03.JPG",77,2016-07-12 09:19:44,7,194,9,1,0,0,0,0,"day"
"258","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/Post-hatch/IMG_0190 (13).JPG",77,2016-08-07 15:24:47,8,220,15,0,1,0,0,0,"day"
"259","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_4478 (6).JPG",77,2016-07-03 11:19:56,7,185,11,1,0,0,0,0,"day"
"260","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/Post-hatch/2016-07-14 03-46-41 AM M 02_03.JPG",77,2016-07-14 09:46:41,7,196,9,1,0,0,0,0,"day"
"261","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_8249 (3).JPG",77,2016-06-18 13:39:22,6,170,13,1,0,0,0,0,"day"
"262","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_3136 (5).JPG",77,2016-07-07 13:58:53,7,189,13,1,0,0,0,2,"day"
"263","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/Post-hatch/2016-07-16 06-17-27 AM M 02_03.JPG",77,2016-07-16 12:17:27,7,198,12,1,0,0,0,1,"day"
"264","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_4651 (4).JPG",77,2016-06-21 07:36:36,6,173,7,1,0,0,0,4,"day"
"265","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_1110 (5).JPG",77,2016-07-07 15:38:29,7,189,15,1,0,0,0,3,"day"
"266","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 77/IMG_4912 (4).JPG",77,2016-06-21 08:33:46,6,173,8,1,0,0,0,4,"day"
"267","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_3482.JPG",78,2016-07-28 15:52:26,7,210,15,0,3,0,0,0,"day"
"268","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_5339 (8).JPG",78,2016-08-09 17:10:38,8,222,17,0,1,0,0,0,"day"
"269","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/2016-07-17 06-19-22 AM M 03_03.JPG",78,2016-07-17 12:19:22,7,199,12,1,1,0,0,0,"day"
"270","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_6902 (7).JPG",78,2016-08-10 13:35:47,8,223,13,0,1,0,0,0,"day"
"271","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/2016-07-17 04-27-20 AM M 01_03.JPG",78,2016-07-17 10:27:20,7,199,10,1,3,0,0,0,"day"
"272","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_4233.JPG",78,2016-07-29 09:50:17,7,211,9,0,1,0,0,1,"day"
"273","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/2016-07-16 10-04-53 PM M 01_03.JPG",78,2016-07-16 16:04:53,7,198,16,1,3,0,0,1,"day"
"274","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_3675.JPG",78,2016-07-28 16:31:17,7,210,16,0,0,0,0,1,"day"
"275","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_3621.JPG",78,2016-07-28 16:12:47,7,210,16,0,0,0,0,2,"day"
"276","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 78/Post-hatch/IMG_5989.JPG",78,2016-07-29 16:28:55,7,211,16,0,3,0,0,1,"day"
"277","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/IMG_5874 (4).JPG",85,2016-07-26 10:47:29,7,208,10,0,3,0,0,0,"day"
"278","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/2016-07-14 10-41-34 AM M 03_03.JPG",85,2016-07-14 16:41:34,7,196,16,1,0,0,0,0,"day"
"279","/Volumes/Seagate Backup Plus Drive/Reconyx_2016/Rankin 2016/Site 85/Post-hatch/IMG_5815.JPG",85,2016-07-30 12:08:29,7,212,12,0,2,0,0,0,"day"
